Organism,Groups,Size,Chromosomes,Organelles,Plasmids,Assemblies
Thiogranum longum,Bacteria;Proteobacteria;Gammaproteobacteria,2.91691,0,0,0,1
Thiohalobacter thiocyanaticus,Bacteria;Proteobacteria;Gammaproteobacteria,3.29962,1,0,0,2
Thiohalocapsa,Bacteria;Proteobacteria;Gammaproteobacteria,6.74758,0,0,0,3
Thiohalomonas denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,3.56363,0,0,0,1
Thiohalophilus thiocyanatoxydans,Bacteria;Proteobacteria;Gammaproteobacteria,2.90694,0,0,0,1
Thiohalorhabdus denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,2.86901,0,0,0,2
Thiohalospira halophila,Bacteria;Proteobacteria;Gammaproteobacteria,2.6877,0,0,0,1
Thiolapillus brandeum,Bacteria;Proteobacteria;Gammaproteobacteria,3.15364,1,0,2,1
Thiolinea disciformis,Bacteria;Proteobacteria;Gammaproteobacteria,3.92395,0,0,0,1
Thiomicrorhabdus,Bacteria;Proteobacteria;Gammaproteobacteria,2.82988,1,0,0,5
Thiomicrorhabdus aquaedulcis,Bacteria;Proteobacteria;Gammaproteobacteria,2.53703,1,0,1,1
Thiomicrorhabdus arctica,Bacteria;Proteobacteria;Gammaproteobacteria,2.55288,0,0,0,1
Thiomicrorhabdus chilensis,Bacteria;Proteobacteria;Gammaproteobacteria,2.44303,0,0,0,1
Thiomicrospira,Bacteria;Proteobacteria;Gammaproteobacteria,2.77047,1,0,0,8
Thiomicrospira aerophila,Bacteria;Proteobacteria;Gammaproteobacteria,2.15836,1,0,0,1
Thiomicrospira cyclica,Bacteria;Proteobacteria;Gammaproteobacteria,1.93246,1,0,0,1
Thiomicrospira microaerophila,Bacteria;Proteobacteria;Gammaproteobacteria,3.10223,0,0,0,1
Thiomicrospira pelophila,Bacteria;Proteobacteria;Gammaproteobacteria,2.10821,0,0,0,1
Thiomonas,Bacteria;Proteobacteria;Betaproteobacteria,25.1426,1,0,0,18
Thiomonas arsenitoxydans,Bacteria;Proteobacteria;Betaproteobacteria,23.3766,1,0,1,2
Thiomonas bhubaneswarensis,Bacteria;Proteobacteria;Betaproteobacteria,3.20343,0,0,0,2
Thiomonas delicata,Bacteria;Proteobacteria;Betaproteobacteria,3.84114,0,0,0,1
Thiomonas intermedia,Bacteria;Proteobacteria;Betaproteobacteria,3.34343,1,0,1,2
Thioploca ingrica,Bacteria;Proteobacteria;Gammaproteobacteria,4.81001,1,0,0,1
Thiopseudomonas denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,2.84109,0,0,0,2
Thiorhodococcus drewsii,Bacteria;Proteobacteria;Gammaproteobacteria,5.52419,0,0,0,1
Thiorhodospira sibirica,Bacteria;Proteobacteria;Gammaproteobacteria,3.18887,0,0,0,1
Thiorhodovibrio,Bacteria;Proteobacteria;Gammaproteobacteria,5.34286,0,0,0,3
Thiothrix,Bacteria;Proteobacteria;Gammaproteobacteria,4.15581,0,0,0,7
Thiothrix caldifontis,Bacteria;Proteobacteria;Gammaproteobacteria,3.9369,0,0,0,1
Thiothrix eikelboomii,Bacteria;Proteobacteria;Gammaproteobacteria,4.15873,0,0,0,1
Thiothrix lacustris,Bacteria;Proteobacteria;Gammaproteobacteria,3.71868,0,0,0,2
Thiothrix nivea,Bacteria;Proteobacteria;Gammaproteobacteria,4.69171,0,0,0,2
Thiotrichaceae bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,4.32351,0,0,0,2
Thiotrichaceae bacterium IS1,Bacteria;Proteobacteria;Gammaproteobacteria,2.35525,0,0,0,1
Thiotrichaceae bacterium UBA4486,Bacteria;Proteobacteria;Gammaproteobacteria,3.21417,0,0,0,1
Thiotrichaceae bacterium UBA5859,Bacteria;Proteobacteria;Gammaproteobacteria,3.02508,0,0,0,1
Thiotrichaceae bacterium UBA7357,Bacteria;Proteobacteria;Gammaproteobacteria,1.81791,0,0,0,1
Thiotrichaceae bacterium UBA7359,Bacteria;Proteobacteria;Gammaproteobacteria,2.54266,0,0,0,1
Thiotrichaceae bacterium UBA973,Bacteria;Proteobacteria;Gammaproteobacteria,2.44966,0,0,0,1
Thiotrichales bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,5.10007,0,0,0,20
Thiotrichales bacterium 12-47-6,Bacteria;Proteobacteria;Gammaproteobacteria,1.24995,0,0,0,1
Thiotrichales bacterium 16-46-22,Bacteria;Proteobacteria;Gammaproteobacteria,1.64159,0,0,0,1
Thiotrichales bacterium 17-46-47,Bacteria;Proteobacteria;Gammaproteobacteria,1.41535,0,0,0,1
Thiotrichales bacterium 24-47-4,Bacteria;Proteobacteria;Gammaproteobacteria,0.680053,0,0,0,1
Thiotrichales bacterium 32-46-8,Bacteria;Proteobacteria;Gammaproteobacteria,1.78058,0,0,0,1
Thiotrichales bacterium 34-46-19,Bacteria;Proteobacteria;Gammaproteobacteria,1.54863,0,0,0,1
Thiotrichales bacterium 35-46-9,Bacteria;Proteobacteria;Gammaproteobacteria,1.82763,0,0,0,1
Thiotrichales bacterium 39-47-5,Bacteria;Proteobacteria;Gammaproteobacteria,0.942856,0,0,0,1
Thiotrichales bacterium HS_08,Bacteria;Proteobacteria;Gammaproteobacteria,6.2576,0,0,0,1
Thiotrichales bacterium SG8_50,Bacteria;Proteobacteria;Gammaproteobacteria,3.64528,0,0,0,1
Thiotrichales bacterium TMED285,Bacteria;Proteobacteria;Gammaproteobacteria,0.460325,0,0,0,1
thiotrophic endosymbiont of Bathymodiolus puteoserpentis (Logatchev),Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous),2.18952,0,0,0,1
Thiovulum,Bacteria;Proteobacteria;delta/epsilon subdivisions,2.08059,0,0,0,1
Thlaspi arvense,Eukaryota;Plants;Land Plants,343.012,0,0,0,1
Thogoto thogotovirus,Viruses;Other;Orthomyxoviridae,0.010461,6,0,0,1
Thorsellia anophelis,Bacteria;Proteobacteria;Gammaproteobacteria,3.55098,0,0,0,1
Thosea asigna virus,Viruses;Other;Permutotetraviridae,0.00634,0,0,0,1
Thottopalayam virus,Viruses;Other;Hantaviridae,0.011732,3,0,0,1
Thraustochytrium,Eukaryota;Protists;Other Protists,18.0999,0,0,0,1
Thraustotheca clavata,Eukaryota;Protists;Other Protists,39.1007,0,0,0,1
Three spot gourami iridovirus,Viruses;Other;Iridoviridae,0.111591,1,0,0,1
Thrips-associated genomovirus 1,Viruses;Other;Genomoviridae,0.002208,1,0,0,1
Thrips-associated genomovirus 2,Viruses;Other;Genomoviridae,0.002182,1,0,0,1
Thrips-associated genomovirus 3,Viruses;Other;Genomoviridae,0.002196,1,0,0,1
Thrips-associated genomovirus 4,Viruses;Other;Genomoviridae,0.002243,1,0,0,1
Thrush coronavirus HKU12,Viruses;Other;Coronaviridae,0.026396,1,0,0,1
Thryonomys swinderianus,Eukaryota;Animals;Mammals,2662.15,0,0,0,1
Thunberg fritillary mosaic virus,Viruses;Other;Potyviridae,0.009723,1,0,0,1
Thunnus albacares,Eukaryota;Animals;Fishes,728.212,0,0,0,1
Thunnus orientalis,Eukaryota;Animals;Fishes,684.497,0,0,0,1
Thunnus thynnus,Eukaryota;Animals;Fishes,648.209,0,0,0,1
Thylacinus cynocephalus,Eukaryota;Animals;Mammals,3095.96,0,0,0,1
Thymallus thymallus,Eukaryota;Animals;Fishes,1564.83,51,1,0,1
Thysanoplusia orichalcea nucleopolyhedrovirus,Viruses;Other;Baculoviridae,0.132978,1,0,0,1
Tianjin totivirus,Viruses;Other;Totiviridae,0.007611,1,0,0,1
Tibet orbivirus,Viruses;Other;Reoviridae,0.01925,10,0,0,1
Tibetan frog hepatitis B virus,Viruses;Other;Hepadnaviridae,0.003138,1,0,0,1
Tibeticola sediminis,Bacteria;Proteobacteria;Betaproteobacteria,2.73307,0,0,0,1
Tibrogargan tibrovirus,Viruses;Other;Rhabdoviridae,0.013296,1,0,0,1
Tibrogargan virus,Viruses;Other;Rhabdoviridae,0.013298,1,0,0,1
Tick circovirus,Viruses;Other;Circoviridae,0.001936,1,0,0,2
Tick-associated genomovirus 1,Viruses;Other;Genomoviridae,0.002373,1,0,0,1
Tick-associated genomovirus 2,Viruses;Other;Genomoviridae,0.002196,1,0,0,1
Tick-associated genomovirus 3,Viruses;Other;Genomoviridae,0.002238,1,0,0,1
Tick-borne encephalitis virus,Viruses;Other;Flaviviridae,0.011141,1,0,0,4
Tidjanibacter massiliensis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,2.3903,0,0,0,1
Tieghemostelium lacteum,Eukaryota;Protists;Other Protists,23.3757,0,0,0,1
Tiger puffer nervous necrosis virus,Viruses;Other;Nodaviridae,0.004534,2,0,0,1
Tigray hantavirus,Viruses;Other;Hantaviridae,0.006532,1,0,0,1
Tigriopus californicus,Eukaryota;Animals;Other Animals,191.143,12,0,0,1
Tilapia lake virus,Viruses;Other;Amnoonviridae,0.010323,10,0,0,1
Tilletia caries,Eukaryota;Fungi;Basidiomycetes,29.5409,0,0,0,2
Tilletia controversa,Eukaryota;Fungi;Basidiomycetes,28.8411,0,0,0,1
Tilletia horrida,Eukaryota;Fungi;Basidiomycetes,20.1053,0,0,0,1
Tilletia indica,Eukaryota;Fungi;Basidiomycetes,37.4603,0,0,0,7
Tilletia walkeri,Eukaryota;Fungi;Basidiomycetes,24.3447,0,0,0,1
Tilletiaria anomala,Eukaryota;Fungi;Basidiomycetes,18.704,0,0,0,1
Tilletiopsis washingtonensis,Eukaryota;Fungi;Basidiomycetes,18.7619,0,0,0,1
Timema cristinae,Eukaryota;Animals;Insects,955.49,13,0,0,3
Timonella senegalensis,Bacteria;Terrabacteria group;Actinobacteria,3.00994,0,0,0,1
Tinamou hepatitis B virus,Viruses;Other;Hepadnaviridae,0.003024,1,0,0,1
Tinamus guttatus,Eukaryota;Animals;Birds,1047.06,0,0,0,1
Tindallia,Bacteria;Terrabacteria group;Firmicutes,2.48467,0,0,0,4
Tindallia californiensis,Bacteria;Terrabacteria group;Firmicutes,3.12207,0,0,0,1
Tindallia magadiensis,Bacteria;Terrabacteria group;Firmicutes,3.08381,0,0,0,1
Tioga picorna-like virus 1,Viruses;Other;Other,0.008681,1,0,0,1
Tioman virus,Viruses;Other;Paramyxoviridae,0.015522,1,0,0,1
Tipula oleracea,Eukaryota;Animals;Insects,541.697,0,0,0,1
Tipula oleracea nudivirus,Viruses;Other;Nudiviridae,0.145704,1,0,0,1
Tisbe holothuriae,Eukaryota;Animals;Other Animals,276.26,0,0,0,1
Tissierella,Bacteria;Terrabacteria group;Firmicutes,4.38666,0,0,0,2
Tissierella creatinini,Bacteria;Terrabacteria group;Firmicutes,2.61144,0,0,0,1
Tissierella creatinophila,Bacteria;Terrabacteria group;Firmicutes,2.53046,0,0,0,1
Tissierella praeacuta,Bacteria;Terrabacteria group;Firmicutes,3.11591,0,0,0,3
Tissierellales bacterium,Bacteria;Terrabacteria group;Firmicutes,1.41901,0,0,0,1
Tissierellia bacterium,Bacteria;Terrabacteria group;Firmicutes,1.8766,0,0,0,1
Tissierellia bacterium KA00581,Bacteria;Terrabacteria group;Firmicutes,1.60089,0,0,0,1
Tissierellia bacterium S5-A11,Bacteria;Terrabacteria group;Firmicutes,3.29067,0,0,0,1
Tissierellia bacterium S7-1-4,Bacteria;Terrabacteria group;Firmicutes,1.8395,0,0,0,1
Tistlia consotensis,Bacteria;Proteobacteria;Alphaproteobacteria,6.93589,0,0,0,3
Tistrella,Bacteria;Proteobacteria;Alphaproteobacteria,6.63745,0,0,0,3
Tistrella mobilis,Bacteria;Proteobacteria;Alphaproteobacteria,6.51298,1,0,4,3
Titi monkey adenovirus ECC-2011,Viruses;Other;Adenoviridae,0.036838,1,0,0,1
TM7 phage DolZOral124_53_65,Viruses;Other;Podoviridae,0.03884,1,0,0,1
Tobacco albetovirus 2,Viruses;Other;Other,0.001245,1,0,0,1
Tobacco albetovirus 3,Viruses;Other;Other,0.001221,1,0,0,1
Tobacco bushy top virus,Viruses;Other;Tombusviridae,0.004152,1,0,0,1
Tobacco bushy top virus satellite-like RNA,Viruses;Satellites;unclassified,7.81e-4,1,0,0,1
Tobacco curly shoot alphasatellite,Viruses;Other;Alphasatellitidae,0.001367,1,0,0,2
Tobacco curly shoot betasatellite,Viruses;Other;Tolecusatellitidae,0.001354,1,0,0,1
Tobacco curly shoot virus,Viruses;Other;Geminiviridae,0.002743,1,0,0,1
Tobacco etch virus,Viruses;Other;Potyviridae,0.009494,1,0,0,1
Tobacco latent virus,Viruses;Other;Virgaviridae,0.001415,1,0,0,1
Tobacco leaf chlorosis betasatellite,Viruses;Other;Tolecusatellitidae,0.001345,1,0,0,1
Tobacco leaf curl betasatellite,Viruses;Other;Tolecusatellitidae,0.001358,1,0,0,1
Tobacco leaf curl Comoros virus,Viruses;Other;Geminiviridae,0.002755,1,0,0,1
Tobacco leaf curl Cuba virus,Viruses;Other;Geminiviridae,0.005176,2,0,0,2
Tobacco leaf curl disease associated sequence,Viruses;Other;Tolecusatellitidae,0.001356,1,0,0,1
Tobacco leaf curl Japan betasatellite,Viruses;Other;Tolecusatellitidae,0.00135,1,0,0,1
Tobacco leaf curl Japan virus,Viruses;Other;Geminiviridae,0.002761,1,0,0,1
Tobacco leaf curl Patna betasatellite,Viruses;Other;Tolecusatellitidae,0.001338,1,0,0,1
Tobacco leaf curl PUSA alphasatellite,Viruses;Other;Alphasatellitidae,0.001379,1,0,0,1
Tobacco leaf curl Pusa virus,Viruses;Other;Geminiviridae,0.002707,1,0,0,1
Tobacco leaf curl Thailand virus,Viruses;Other;Geminiviridae,0.002752,1,0,0,1
Tobacco leaf curl virus,Viruses;Other;Geminiviridae,0.002762,1,0,0,1
Tobacco leaf curl Yunnan betasatellite,Viruses;Other;Tolecusatellitidae,0.001349,1,0,0,2
Tobacco leaf curl Yunnan virus,Viruses;Other;Geminiviridae,0.00275,1,0,0,1
Tobacco leaf curl Zimbabwe virus,Viruses;Other;Geminiviridae,0.002767,1,0,0,1
Tobacco leaf rugose virus,Viruses;Other;Geminiviridae,0.002622,1,0,0,1
Tobacco mild green mosaic virus,Viruses;Other;Virgaviridae,0.006355,1,0,0,1
Tobacco mosaic virus,Viruses;Other;Virgaviridae,0.006395,1,0,0,1
Tobacco mosqueado virus,Viruses;Other;Potyviridae,0.009896,1,0,0,1
Tobacco mottle leaf curl virus,Viruses;Other;Geminiviridae,0.002634,1,0,0,1
Tobacco mottle virus,Viruses;Other;Tombusviridae,0.002159,1,0,0,1
Tobacco necrosis virus A,Viruses;Other;Tombusviridae,0.003684,1,0,0,1
Tobacco necrosis virus D,Viruses;Other;Tombusviridae,0.003762,1,0,0,1
Tobacco rattle virus,Viruses;Other;Virgaviridae,0.010646,2,0,0,1
Tobacco ringspot virus,Viruses;Other;Secoviridae,0.011443,2,0,0,1
Tobacco ringspot virus satellite RNA,Viruses;Satellites;unclassified,3.59e-4,1,0,0,1
Tobacco streak virus,Viruses;Other;Bromoviridae,0.008622,3,0,0,1
Tobacco vein banding mosaic virus,Viruses;Other;Potyviridae,0.00957,1,0,0,1
Tobacco vein clearing virus,Viruses;Other;Caulimoviridae,0.007767,1,0,0,1
Tobacco vein distorting virus,Viruses;Other;Luteoviridae,0.00592,1,0,0,1
Tobacco vein mottling virus,Viruses;Other;Potyviridae,0.009475,1,0,0,1
Tobacco virus 1,Viruses;Other;Closteroviridae,0.015395,1,0,0,1
Tobacco virus 2,Viruses;Other;Luteoviridae,0.005979,1,0,0,1
Tobacco yellow crinkle virus,Viruses;Other;Geminiviridae,0.005154,2,0,0,1
Tobacco yellow dwarf virus,Viruses;Other;Geminiviridae,0.00258,1,0,0,1
Tofla virus,Viruses;Other;Nairoviridae,0.018467,3,0,0,1
Tokyovirus A1,Viruses;Other;Marseilleviridae,0.372707,1,0,0,1
Tolumonas,Bacteria;Proteobacteria;Gammaproteobacteria,2.71733,0,0,0,5
Tolumonas auensis,Bacteria;Proteobacteria;Gammaproteobacteria,3.47129,1,0,0,1
Tolumonas lignilytica,Bacteria;Proteobacteria;Gammaproteobacteria,3.63224,0,0,0,1
Tolypeutes matacus,Eukaryota;Animals;Mammals,4115.03,0,0,0,1
Tolypocladium capitatum,Eukaryota;Fungi;Ascomycetes,22.9851,0,0,0,1
Tolypocladium cylindrosporum virus 1,Viruses;Other;Totiviridae,0.005196,1,0,0,1
Tolypocladium inflatum,Eukaryota;Fungi;Ascomycetes,31.7178,0,0,0,8
Tolypocladium ophioglossoides,Eukaryota;Fungi;Ascomycetes,31.2458,0,0,0,1
Tolypocladium paradoxum,Eukaryota;Fungi;Ascomycetes,27.6102,0,0,0,1
Tolypocladium sp. Salcha MEA-2,Eukaryota;Fungi;Ascomycetes,30.833,0,0,0,1
Tolypocladium sp. Sup5 PDA-1,Eukaryota;Fungi;Ascomycetes,37.875,0,0,0,1
Tolypothrix,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,9.97514,0,0,0,2
Tolypothrix bouteillei,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,11.5723,0,0,0,1
Tolypothrix campylonemoides,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,9.46844,0,0,0,1
Tolypothrix tenuis,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,9.35223,1,0,5,1
Tomato apical leaf curl virus,Viruses;Other;Geminiviridae,0.002873,1,0,0,1
Tomato apical stunt viroid,Viruses;Other;Pospiviroidae,3.6e-4,1,0,0,1
Tomato aspermy virus,Viruses;Other;Bromoviridae,0.00887,3,0,0,1
Tomato associated geminivirus 1,Viruses;Other;Geminiviridae,0.002611,1,0,0,1
Tomato begomovirus satellite DNA beta,Viruses;Other;Tolecusatellitidae,0.001342,1,0,0,1
Tomato black ring virus,Viruses;Other;Secoviridae,0.011991,2,0,0,1
Tomato black ring virus satellite RNA,Viruses;Satellites;unclassified,0.001374,1,0,0,1
Tomato blistering mosaic virus,Viruses;Other;Tymoviridae,0.006277,1,0,0,1
Tomato bright yellow mosaic virus,Viruses;Other;Geminiviridae,0.002619,1,0,0,1
Tomato bright yellow mottle virus,Viruses;Other;Geminiviridae,0.002639,1,0,0,1
Tomato brown rugose fruit virus,Viruses;Other;Virgaviridae,0.006393,1,0,0,1
Tomato bushy stunt virus,Viruses;Other;Tombusviridae,0.004776,1,0,0,1
Tomato bushy stunt virus satellite RNA,Viruses;Satellites;unclassified,8.22e-4,1,0,0,1
Tomato chino La Paz virus,Viruses;Other;Geminiviridae,0.002632,1,0,0,3
Tomato chlorosis virus,Viruses;Other;Closteroviridae,0.016842,2,0,0,1
Tomato chlorotic dwarf viroid,Viruses;Other;Pospiviroidae,3.6e-4,1,0,0,1
Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004],Viruses;Other;Geminiviridae,0.00523,2,0,0,1
Tomato chlorotic mottle Guyane virus,Viruses;Other;Geminiviridae,0.005234,2,0,0,1
Tomato chlorotic mottle virus,Viruses;Other;Geminiviridae,0.005195,2,0,0,3
Tomato chlorotic spot tospovirus,Viruses;Other;Tospoviridae,0.017031,3,0,0,3
Tomato chocolate spot virus,Viruses;Other;Secoviridae,0.012601,2,0,0,1
Tomato common mosaic virus,Viruses;Other;Geminiviridae,0.005058,2,0,0,1
Tomato curly stunt virus,Viruses;Other;Geminiviridae,0.002766,1,0,0,1
Tomato dwarf leaf virus,Viruses;Other;Geminiviridae,0.005034,2,0,0,1
Tomato enation leaf curl virus,Viruses;Other;Geminiviridae,0.002756,1,0,0,1
Tomato golden leaf distortion virus,Viruses;Other;Geminiviridae,0.00263,1,0,0,1
Tomato golden leaf spot virus,Viruses;Other;Geminiviridae,0.002669,1,0,0,1
Tomato golden mosaic virus,Viruses;Other;Geminiviridae,0.005096,2,0,0,1
Tomato golden mottle virus,Viruses;Other;Geminiviridae,0.005172,2,0,0,1
Tomato golden vein virus,Viruses;Other;Geminiviridae,0.005095,2,0,0,1
Tomato infectious chlorosis virus,Viruses;Other;Closteroviridae,0.016184,2,0,0,1
Tomato interveinal chlorosis virus,Viruses;Other;Geminiviridae,0.002617,1,0,0,1
Tomato latent virus,Viruses;Other;Geminiviridae,0.002746,1,0,0,1
Tomato leaf curl alphasatellite,Viruses;Other;Alphasatellitidae,0.001369,1,0,0,1
Tomato leaf curl Anjouan virus,Viruses;Other;Geminiviridae,0.002781,1,0,0,1
Tomato leaf curl Arusha virus,Viruses;Other;Geminiviridae,0.002766,1,0,0,2
Tomato leaf curl Bangalore betasatellite,Viruses;Other;Tolecusatellitidae,0.001377,1,0,0,1
Tomato leaf curl Bangalore virus,Viruses;Other;Geminiviridae,0.002759,1,0,0,5
Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta,Viruses;Other;Tolecusatellitidae,0.001361,1,0,0,1
Tomato leaf curl Bangladesh betasatellite,Viruses;Other;Tolecusatellitidae,0.001383,1,0,0,2
Tomato leaf curl Bangladesh virus,Viruses;Other;Geminiviridae,0.002761,1,0,0,1
Tomato leaf curl Barka virus,Viruses;Other;Geminiviridae,0.002753,1,0,0,1
Tomato leaf curl betasatellite,Viruses;Other;Tolecusatellitidae,0.001424,1,0,0,3
Tomato leaf curl Burkina Faso virus,Viruses;Other;Geminiviridae,0.002784,1,0,0,1
Tomato leaf curl Cameroon alphasatellite,Viruses;Other;Alphasatellitidae,0.001401,1,0,0,3
Tomato leaf curl Cameroon virus,Viruses;Other;Geminiviridae,0.002808,1,0,0,1
Tomato leaf curl Cebu virus,Viruses;Other;Geminiviridae,0.002723,1,0,0,1
Tomato leaf curl China betasatellite,Viruses;Other;Tolecusatellitidae,0.001343,1,0,0,3
Tomato leaf curl China virus,Viruses;Other;Geminiviridae,0.002738,1,0,0,4
Tomato leaf curl China virus - OX2,Viruses;Other;Geminiviridae,0.002744,1,0,0,1
Tomato leaf curl Comoros virus,Viruses;Other;Geminiviridae,0.002765,1,0,0,1
Tomato leaf curl Cotabato virus,Viruses;Other;Geminiviridae,0.00275,1,0,0,1
Tomato leaf curl deltasatellite,Viruses;Other;Tolecusatellitidae,6.82e-4,1,0,0,1
Tomato leaf curl Diana virus,Viruses;Other;Geminiviridae,0.002745,1,0,0,1
Tomato leaf curl Gandhinagar betasatellite,Viruses;Other;Tolecusatellitidae,0.001365,1,0,0,1
Tomato leaf curl Gandhinagar virus,Viruses;Other;Geminiviridae,0.00276,1,0,0,1
Tomato leaf curl Ghana virus,Viruses;Other;Geminiviridae,0.002803,1,0,0,2
Tomato leaf curl Guangdong virus,Viruses;Other;Geminiviridae,0.002744,1,0,0,1
Tomato leaf curl Guangxi virus,Viruses;Other;Geminiviridae,0.002752,1,0,0,1
Tomato leaf curl Gujarat virus,Viruses;Other;Geminiviridae,0.005445,2,0,0,1
Tomato leaf curl Hainan virus,Viruses;Other;Geminiviridae,0.002756,1,0,0,3
Tomato leaf curl Hajipur betasatellite,Viruses;Other;Tolecusatellitidae,0.001362,1,0,0,1
Tomato leaf curl Hanoi virus,Viruses;Other;Geminiviridae,0.00274,1,0,0,1
Tomato leaf curl Iran virus,Viruses;Other;Geminiviridae,0.002763,1,0,0,1
Tomato leaf curl Java betasatellite,Viruses;Other;Tolecusatellitidae,0.001356,1,0,0,1
Tomato leaf curl Java virus,Viruses;Other;Geminiviridae,0.002752,1,0,0,2
Tomato leaf curl Java virus-[Ageratum] satellite DNA,Viruses;Other;Tolecusatellitidae,0.00136,1,0,0,1
Tomato leaf curl Joydebpur betasatellite,Viruses;Other;Tolecusatellitidae,0.00137,1,0,0,2
Tomato leaf curl Joydebpur betasatellite [India/Jaunpur/Chilli/2007],Viruses;Other;Tolecusatellitidae,0.001362,1,0,0,1
Tomato leaf curl Joydebpur virus,Viruses;Other;Geminiviridae,0.002798,1,0,0,2
Tomato leaf curl Karnataka betasatellite,Viruses;Other;Tolecusatellitidae,0.001358,1,0,0,1
Tomato leaf curl Karnataka virus,Viruses;Other;Geminiviridae,0.002772,1,0,0,7
Tomato leaf curl Kerala virus,Viruses;Other;Geminiviridae,0.002767,1,0,0,2
Tomato leaf curl Kumasi virus,Viruses;Other;Geminiviridae,0.002794,1,0,0,1
Tomato leaf curl Laguna betasatellite,Viruses;Other;Tolecusatellitidae,0.001346,1,0,0,1
Tomato leaf curl Laos betasatellite,Viruses;Other;Tolecusatellitidae,0.001348,1,0,0,1
Tomato leaf curl Laos virus,Viruses;Other;Geminiviridae,0.002748,1,0,0,1
Tomato leaf curl Liwa virus,Viruses;Other;Geminiviridae,0.002761,1,0,0,1
Tomato leaf curl Madagascar virus,Viruses;Other;Geminiviridae,0.002775,1,0,0,1
Tomato leaf curl Madagascar virus-Menabe [Madagascar:Morondova:2001],Viruses;Other;Geminiviridae,0.002777,1,0,0,1
Tomato leaf curl Malaysia betasatellite,Viruses;Other;Tolecusatellitidae,0.001342,1,0,0,1
Tomato leaf curl Malaysia virus,Viruses;Other;Geminiviridae,0.002754,1,0,0,1
Tomato leaf curl Mali virus,Viruses;Other;Geminiviridae,0.002773,1,0,0,1
Tomato leaf curl Mayotte virus,Viruses;Other;Geminiviridae,0.002768,1,0,0,1
Tomato leaf curl Mindanao virus,Viruses;Other;Geminiviridae,0.002761,1,0,0,1
Tomato leaf curl Moheli virus,Viruses;Other;Geminiviridae,0.002756,1,0,0,1
Tomato leaf curl Namakely virus,Viruses;Other;Geminiviridae,0.002772,1,0,0,2
Tomato leaf curl Nepal betasatellite,Viruses;Other;Tolecusatellitidae,0.00135,1,0,0,1
Tomato leaf curl New Delhi betasatellite,Viruses;Other;Tolecusatellitidae,0.001012,1,0,0,1
Tomato leaf curl New Delhi virus,Viruses;Other;Geminiviridae,0.005435,2,0,0,8
Tomato leaf curl New Delhi virus 2,Viruses;Other;Geminiviridae,0.002735,1,0,0,1
Tomato leaf curl New Delhi virus 4,Viruses;Other;Geminiviridae,0.002739,1,0,0,1
Tomato leaf curl Nigeria virus-[Nigeria:2006],Viruses;Other;Geminiviridae,0.002784,1,0,0,1
Tomato leaf curl Oman virus,Viruses;Other;Geminiviridae,0.002763,1,0,0,1
Tomato leaf curl Pakistan alphasatellite,Viruses;Other;Alphasatellitidae,0.001384,1,0,0,1
